date,supplier name,item description,item sku,cost center,category,gl code,unit cost,quantity,total cost,currency,mappable,naics,unspsc,co2e,confidence
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",M1 Concealable Carrier,,PS - POLICE BUREAU,,,,,$80.00 ,USD,1,4239,,0.13,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",U1 FO Uniform Shirt Carrier,,PS - POLICE BUREAU,,,,,$130.00 ,USD,1,4239,,0.21,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",STP 5x8 Soft Trauma Pack,,PS - POLICE BUREAU,,,,,$34.20 ,USD,1,4239,,0.05,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",HT1 Impact Plate 5x8 or 5x7,,PS - POLICE BUREAU,,,,,$80.00 ,USD,1,4239,,0.13,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Body Armor,,PS - POLICE BUREAU,,,,,$670.00 ,USD,1,4239,53102700,1.07,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",M1 Concealable Carrier,,PS - POLICE BUREAU,,,,,$80.00 ,USD,1,4239,,0.13,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",U1 FO Uniform Shirt Carrier,,PS - POLICE BUREAU,,,,,$130.00 ,USD,1,4239,,0.21,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",STP 5x8 Soft Trauma Pack,,PS - POLICE BUREAU,,,,,$34.20 ,USD,1,4239,,0.05,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",HT1 Impact Plate 5x8 or 5x7,,PS - POLICE BUREAU,,,,,$80.00 ,USD,1,4239,,0.13,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Men's Navy Expandable Slacks,,PS - POLICE BUREAU,,,,,$23.99 ,USD,1,4239,53102700,0.04,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Men's Navy Expandable Slacks,,PS - POLICE BUREAU,,,,,$23.99 ,USD,1,4239,53102700,0.04,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Short Sleeve Supershirt,,PS - POLICE BUREAU,,,,,$95.84 ,USD,1,4239,53102700,0.15,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Emblem,,PS - POLICE BUREAU,,,,,$12.00 ,USD,1,4239,53102700,0.02,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",School Guard Raincoat,,PS - POLICE BUREAU,,,,,$158.00 ,USD,1,4239,53102700,0.25,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$10.91 ,USD,1,4239,53102700,0.02,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Safety Vest,,PS - POLICE BUREAU,,,,,$34.99 ,USD,1,4239,53102700,0.06,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$42.89 ,USD,1,4239,53102700,0.07,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Emblem,,PS - POLICE BUREAU,,,,,$6.00 ,USD,1,4239,53102700,0.01,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",School Guard Raincoat,,PS - POLICE BUREAU,,,,,$158.00 ,USD,1,4239,53102700,0.25,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$10.91 ,USD,1,4239,53102700,0.02,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",School Guard Summer Cap,,PS - POLICE BUREAU,,,,,$54.99 ,USD,1,4239,53102700,0.09,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",School Guard Fall & Spring Cap,,PS - POLICE BUREAU,,,,,$54.99 ,USD,1,4239,53102700,0.09,4
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",School Guard Raincoat,,PS - POLICE BUREAU,,,,,$158.00 ,USD,1,4239,53102700,0.25,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$10.91 ,USD,1,4239,53102700,0.02,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Black Flood Response Pants,,PS - POLICE BUREAU,,,,,$249.95 ,USD,1,4239,,0.4,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$167.65 ,USD,1,4239,53102700,0.27,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$214.45 ,USD,1,4239,53102700,0.34,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$156.00 ,USD,1,4239,53102700,0.25,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$105.00 ,USD,1,4239,53102700,0.17,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Shoulder Patches,,PS - POLICE BUREAU,,,,,$36.00 ,USD,1,4239,53102700,0.06,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$74.88 ,USD,1,4239,53102700,0.12,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Softshell Liner Jacket,,PS - POLICE BUREAU,,,,,$103.75 ,USD,1,4239,53102700,0.17,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$9.00 ,USD,1,4239,53102700,0.01,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$5.00 ,USD,1,4239,53102700,0.01,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$171.56 ,USD,1,4239,53102700,0.27,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Men's Short Sleeve Shirt,,PS - POLICE BUREAU,,,,,$152.49 ,USD,1,4239,53102700,0.24,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Men's Navy Long Sleeve Shirt,,PS - POLICE BUREAU,,,,,$170.37 ,USD,1,4239,53102700,0.27,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Shoulder Patches,,PS - POLICE BUREAU,,,,,$27.00 ,USD,1,4239,53102700,0.04,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$428.90 ,USD,1,4239,53102700,0.69,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Shoulder Patches,,PS - POLICE BUREAU,,,,,$45.00 ,USD,1,4239,53102700,0.07,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$22.50 ,USD,1,4239,53102700,0.04,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$70.00 ,USD,1,4239,53102700,0.11,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$78.00 ,USD,1,4239,53102700,0.12,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Pittsburgh Police Badge,,PS - POLICE BUREAU,,,,,$95.00 ,USD,1,4239,53102700,0.15,1
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$199.52 ,USD,1,42383,,0.02,1
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$189.28 ,USD,1,42383,,0.02,1
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$92.36 ,USD,1,42383,,0.01,1
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$195.30 ,USD,1,42383,,0.02,5
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$135.85 ,USD,1,42383,,0.02,5
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$33.29 ,USD,1,42383,,0,5
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$3.26 ,USD,1,42383,,0,5
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$7.14 ,USD,1,42383,,0,5
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$59.92 ,USD,1,42383,,0.01,5
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$8.36 ,USD,1,42383,,0,5
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$38.17 ,USD,1,42383,,0,5
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$49.79 ,USD,1,42383,,0.01,1
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$8.14 ,USD,1,42383,,0,5
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$6.66 ,USD,1,42383,,0,1
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$61.10 ,USD,1,42383,,0.01,1
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$66.52 ,USD,1,42383,,0.01,1
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$5.97 ,USD,1,42383,,0,1
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$77.40 ,USD,1,42383,,0.01,5
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$4.92 ,USD,1,42383,,0,5
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$9.83 ,USD,1,42383,,0,5
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$3.22 ,USD,1,42383,,0,5
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$11.67 ,USD,1,42383,,0,5
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$50.59 ,USD,1,42383,,0.01,5
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$5.78 ,USD,1,42383,,0,5
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,"$1,077.37 ",USD,1,42383,,0.13,5
1/1/2021,WW GRAINGER INCORPORATED,Tools,,ARAD-PUBLIC WORKS,,,,,$209.85 ,USD,1,42383,,0.03,5
1/1/2021,ALLEGHENY CITY ELECTRIC,Journeyman Electrician,,PW- BUREAU OF PW OPERATIONS,,,,,"$4,032.00 ",USD,1,81,72150000,0.52,5
1/1/2021,WW GRAINGER INCORPORATED,Tools,,PW- BUREAU OF PW OPERATIONS,,,,,$259.00 ,USD,1,42383,,0.03,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - BUREAU OF ANIMAL CARE AND,,,,,$85.79 ,USD,1,4239,53102700,0.14,5
1/1/2021,MINE SAFETY APPLIANCES CO,SCBA,,FEMA COVID SUPPLEMENTAL,,,,,"$44,296.00 ",USD,1,56162,,70.78,5
1/1/2021,MINE SAFETY APPLIANCES CO,SCBA,,FEMA COVID SUPPLEMENTAL,,,,,"$15,215.50 ",USD,1,56162,,24.31,5
1/1/2021,MINE SAFETY APPLIANCES CO,SCBA,,PS - FIRE BUREAU,,,,,"$11,968.80 ",USD,1,56162,,19.12,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Navy School Guards Coats,,PS - POLICE BUREAU,,,,,$247.99 ,USD,1,4239,53102700,0.4,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Short Sleeve Supershirt,,PS - POLICE BUREAU,,,,,$95.84 ,USD,1,4239,53102700,0.15,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Emblem,,PS - POLICE BUREAU,,,,,$24.00 ,USD,1,4239,53102700,0.04,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",School Guard Raincoat,,PS - POLICE BUREAU,,,,,$158.00 ,USD,1,4239,53102700,0.25,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$10.91 ,USD,1,4239,53102700,0.02,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Women's Navy Expandable Slacks,,PS - POLICE BUREAU,,,,,$51.98 ,USD,1,4239,53102700,0.08,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Short Sleeve Supershirt,,PS - POLICE BUREAU,,,,,$95.84 ,USD,1,4239,53102700,0.15,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Emblem,,PS - POLICE BUREAU,,,,,$12.00 ,USD,1,4239,53102700,0.02,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Navy School Guards Coats,,PS - POLICE BUREAU,,,,,$247.99 ,USD,1,4239,53102700,0.4,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Emblem,,PS - POLICE BUREAU,,,,,$12.00 ,USD,1,4239,53102700,0.02,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",School Guard Raincoat,,PS - POLICE BUREAU,,,,,$158.00 ,USD,1,4239,53102700,0.25,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$10.91 ,USD,1,4239,53102700,0.02,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Body Armor,,PS - POLICE BUREAU,,,,,$670.00 ,USD,1,4239,53102700,1.07,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",M1 Concealable Carrier,,PS - POLICE BUREAU,,,,,$80.00 ,USD,1,4239,,0.13,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",U1 FO Uniform Shirt Carrier,,PS - POLICE BUREAU,,,,,$130.00 ,USD,1,4239,,0.21,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",STP 5x8 Soft Trauma Pack,,PS - POLICE BUREAU,,,,,$34.20 ,USD,1,4239,,0.05,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",HT1 Impact Plate 5x8 or 5x7,,PS - POLICE BUREAU,,,,,$80.00 ,USD,1,4239,,0.13,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Body Armor,,PS - POLICE BUREAU,,,,,$670.00 ,USD,1,4239,53102700,1.07,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",M1 Concealable Carrier,,PS - POLICE BUREAU,,,,,$80.00 ,USD,1,4239,,0.13,3
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",STP 5x8 Soft Trauma Pack,,PS - POLICE BUREAU,,,,,$34.20 ,USD,1,4239,,0.05,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",HT1 Impact Plate 5x8 or 5x7,,PS - POLICE BUREAU,,,,,$80.00 ,USD,1,4239,,0.13,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",V1 AWS FO Molle Carrier,,PS - POLICE BUREAU,,,,,$199.95 ,USD,1,4239,,0.32,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Body Armor,,PS - POLICE BUREAU,,,,,$670.00 ,USD,1,4239,53102700,1.07,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",M1 Concealable Carrier,,PS - POLICE BUREAU,,,,,$80.00 ,USD,1,4239,,0.13,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",STP 5x8 Soft Trauma Pack,,PS - POLICE BUREAU,,,,,$34.20 ,USD,1,4239,,0.05,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",HT1 Impact Plate 5x8 or 5x7,,PS - POLICE BUREAU,,,,,$80.00 ,USD,1,4239,,0.13,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",V1 AWS FO Molle Carrier,,PS - POLICE BUREAU,,,,,$199.95 ,USD,1,4239,,0.32,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Body Armor,,PS - POLICE BUREAU,,,,,$670.00 ,USD,1,4239,53102700,1.07,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",M1 Concealable Carrier,,PS - POLICE BUREAU,,,,,$80.00 ,USD,1,4239,,0.13,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",U1 FO Uniform Shirt Carrier,,PS - POLICE BUREAU,,,,,$130.00 ,USD,1,4239,,0.21,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",STP 5x8 Soft Trauma Pack,,PS - POLICE BUREAU,,,,,$34.20 ,USD,1,4239,,0.05,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",HT1 Impact Plate 5x8 or 5x7,,PS - POLICE BUREAU,,,,,$80.00 ,USD,1,4239,,0.13,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Body Armor,,PS - POLICE BUREAU,,,,,$670.00 ,USD,1,4239,53102700,1.07,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",M1 Concealable Carrier,,PS - POLICE BUREAU,,,,,$80.00 ,USD,1,4239,,0.13,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",U1 FO Uniform Shirt Carrier,,PS - POLICE BUREAU,,,,,$130.00 ,USD,1,4239,,0.21,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",STP 5x8 Soft Trauma Pack,,PS - POLICE BUREAU,,,,,$34.20 ,USD,1,4239,,0.05,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",HT1 Impact Plate 5x8 or 5x7,,PS - POLICE BUREAU,,,,,$80.00 ,USD,1,4239,,0.13,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Men's Navy Blue Patrol Pants,,PS - POLICE BUREAU,,,,,$307.96 ,USD,1,4239,53102700,0.49,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Men's Short Sleeve Shirt,,PS - POLICE BUREAU,,,,,$152.49 ,USD,1,4239,53102700,0.24,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Men's Navy Long Sleeve Shirt,,PS - POLICE BUREAU,,,,,$170.37 ,USD,1,4239,53102700,0.27,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Shoulder Patches,,PS - POLICE BUREAU,,,,,$27.00 ,USD,1,4239,53102700,0.04,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Men's Navy Blue Patrol Pants,,PS - POLICE BUREAU,,,,,$307.96 ,USD,1,4239,53102700,0.49,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Men's Short Sleeve Shirt,,PS - POLICE BUREAU,,,,,$304.98 ,USD,1,4239,53102700,0.49,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Shoulder Patches,,PS - POLICE BUREAU,,,,,$27.00 ,USD,1,4239,53102700,0.04,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Navy Supershell Winter Coat,,PS - POLICE BUREAU,,,,,$309.99 ,USD,1,4239,53102700,0.5,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$109.19 ,USD,1,4239,53102700,0.17,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Shoulder Patches,,PS - POLICE BUREAU,,,,,$9.00 ,USD,1,4239,53102700,0.01,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$12.00 ,USD,1,4239,53102700,0.02,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$18.00 ,USD,1,4239,53102700,0.03,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$10.00 ,USD,1,4239,53102700,0.02,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Navy Supershell Winter Coat,,PS - POLICE BUREAU,,,,,$309.99 ,USD,1,4239,53102700,0.5,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$109.19 ,USD,1,4239,53102700,0.17,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Shoulder Patches,,PS - POLICE BUREAU,,,,,$9.00 ,USD,1,4239,53102700,0.01,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$18.00 ,USD,1,4239,53102700,0.03,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$10.00 ,USD,1,4239,53102700,0.02,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Navy Supershell Winter Coat,,PS - POLICE BUREAU,,,,,$309.99 ,USD,1,4239,53102700,0.5,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$109.91 ,USD,1,4239,53102700,0.18,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Shoulder Patches,,PS - POLICE BUREAU,,,,,$9.00 ,USD,1,4239,53102700,0.01,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$18.00 ,USD,1,4239,53102700,0.03,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$10.00 ,USD,1,4239,53102700,0.02,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Navy Supershell Winter Coat,,PS - POLICE BUREAU,,,,,$309.99 ,USD,1,4239,53102700,0.5,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$109.91 ,USD,1,4239,53102700,0.18,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Shoulder Patches,,PS - POLICE BUREAU,,,,,$9.00 ,USD,1,4239,53102700,0.01,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$12.00 ,USD,1,4239,53102700,0.02,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$18.00 ,USD,1,4239,53102700,0.03,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$10.00 ,USD,1,4239,53102700,0.02,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Navy Supershell Winter Coat,,PS - POLICE BUREAU,,,,,$309.99 ,USD,1,4239,53102700,0.5,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$109.91 ,USD,1,4239,53102700,0.18,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Shoulder Patches,,PS - POLICE BUREAU,,,,,$9.00 ,USD,1,4239,53102700,0.01,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$18.00 ,USD,1,4239,53102700,0.03,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$10.00 ,USD,1,4239,53102700,0.02,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Navy Supershell Winter Coat,,PS - POLICE BUREAU,,,,,$309.99 ,USD,1,4239,53102700,0.5,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$109.19 ,USD,1,4239,53102700,0.17,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Shoulder Patches,,PS - POLICE BUREAU,,,,,$9.00 ,USD,1,4239,53102700,0.01,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$18.00 ,USD,1,4239,53102700,0.03,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$10.00 ,USD,1,4239,53102700,0.02,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Navy Supershell Winter Coat,,PS - POLICE BUREAU,,,,,$309.99 ,USD,1,4239,53102700,0.5,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$109.19 ,USD,1,4239,53102700,0.17,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Shoulder Patches,,PS - POLICE BUREAU,,,,,$9.00 ,USD,1,4239,53102700,0.01,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$18.00 ,USD,1,4239,53102700,0.03,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$10.00 ,USD,1,4239,53102700,0.02,5
